This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201003,    1350,     143,     404,     371,     444,     488,     545,     223,     181,     194,     177,     220,     224,     247,     241,     253,     292
201004,    1344,     141,     400,     369,     441,     483,     542,     220,     180,     193,     176,     219,     222,     246,     237,     252,     290
201005,    1340,     140,     398,     364,     441,     480,     539,     220,     178,     191,     173,     219,     222,     245,     235,     252,     287
201006,    1336,     139,     394,     363,     440,     479,     537,     217,     177,     191,     172,     218,     222,     244,     235,     252,     285
201007,     810,     206,     524,     446,     535,     596,     718,     270,     254,     241,     205,     265,     270,     290,     306,     302,     416
201008,     806,     205,     523,     444,     530,     594,     716,     270,     253,     239,     205,     262,     268,     289,     305,     300,     416
201009,     802,     204,     522,     443,     524,     592,     711,     270,     252,     238,     205,     259,     265,     289,     303,     299,     412
201010,     799,     204,     521,     440,     519,     587,     701,     269,     252,     236,     204,     256,     263,     287,     300,     294,     407
201011,     795,     201,     518,     434,     517,     583,     694,     268,     250,     234,     200,     255,     262,     285,     298,     291,     403
201012,     787,     198,     512,     431,     512,     575,     689,     265,     247,     231,     200,     251,     261,     280,     295,     288,     401
201101,     782,     193,     511,     431,     505,     574,     684,     265,     246,     231,     200,     249,     256,     280,     294,     287,     397
201102,     779,     193,     507,     430,     503,     568,     681,     262,     245,     230,     200,     248,     255,     276,     292,     287,     394
201103,     776,     187,     506,     429,     499,     564,     676,     262,     244,     229,     200,     247,     252,     274,     290,     286,     390
201104,     772,     184,     505,     428,     493,     557,     665,     261,     244,     228,     200,     244,     249,     270,     287,     282,     383
201105,     769,     183,     502,     425,     489,     554,     659,     258,     244,     225,     200,     242,     247,     268,     286,     279,     380
201106,     763,     178,     497,     423,     484,     548,     649,     255,     242,     224,     199,     239,     245,     267,     281,     275,     374
201107,     721,     175,     479,     401,     474,     584,     829,     254,     225,     203,     198,     233,     241,     288,     296,     409,     420
201108,     718,     174,     478,     397,     474,     582,     828,     254,     224,     200,     197,     233,     241,     287,     295,     408,     420
201109,     714,     174,     476,     396,     473,     580,     821,     252,     224,     200,     196,     232,     241,     287,     293,     406,     415
201110,     708,     173,     473,     394,     471,     577,     817,     251,     222,     199,     195,     231,     240,     285,     292,     404,     413
201111,     705,     170,     470,     389,     467,     575,     808,     248,     222,     196,     193,     228,     239,     284,     291,     400,     408
201112,     703,     166,     467,     386,     463,     571,     803,     245,     222,     195,     191,     226,     237,     281,     290,     397,     406
201201,     698,     166,     464,     382,     462,     565,     798,     244,     220,     192,     190,     226,     236,     276,     289,     395,     403
201202,     696,     164,     464,     381,     460,     562,     788,     244,     220,     191,     190,     225,     235,     275,     287,     388,     400
201203,     692,     163,     461,     381,     458,     559,     783,     242,     219,     191,     190,     224,     234,     275,     284,     385,     398
201204,     690,     163,     461,     378,     453,     556,     778,     242,     219,     191,     187,     221,     232,     273,     283,     381,     397
201205,     686,     160,     459,     376,     450,     555,     774,     240,     219,     190,     186,     218,     232,     273,     282,     379,     395
201206,     683,     156,     456,     374,     447,     554,     768,     238,     218,     189,     185,     215,     232,     272,     282,     375,     393
201207,     967,     150,     405,     394,     371,     538,     726,     234,     171,     176,     218,     181,     190,     237,     301,     315,     411
201208,     964,     149,     403,     391,     369,     531,     719,     232,     171,     176,     215,     181,     188,     234,     297,     314,     405
201209,     957,     146,     403,     389,     367,     531,     711,     232,     171,     176,     213,     181,     186,     234,     297,     312,     399
201210,     948,     144,     402,     387,     365,     526,     706,     231,     171,     175,     212,     180,     185,     230,     296,     310,     396
201211,     944,     143,     401,     387,     363,     523,     700,     230,     171,     175,     212,     179,     184,     229,     294,     310,     390
201212,     938,     141,     396,     383,     362,     519,     693,     226,     170,     173,     210,     178,     184,     226,     293,     306,     387
201301,     935,     137,     396,     381,     362,     517,     692,     226,     170,     172,     209,     178,     184,     226,     291,     305,     387
201302,     929,     136,     393,     379,     361,     515,     690,     224,     169,     172,     207,     178,     183,     225,     290,     304,     386
