This file was created by CMPT_VAR_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197104,   1307.31,    528.41,    272.98,    122.55,     35.73,   1925.35,    662.41,    587.99,    467.95,    279.72,    265.98,    151.95,     96.88,     60.82,     25.66
197105,   1357.55,    460.71,    311.74,    138.80,     40.30,   2000.86,    647.03,    521.10,    402.01,    415.46,    218.40,    183.33,    102.01,     69.99,     28.20
197106,   1260.51,    471.94,    293.60,    122.70,     41.74,   1706.44,    765.04,    564.43,    372.64,    337.20,    251.85,    145.88,    102.69,     79.17,     28.70
197107,   1241.49,    471.24,    251.57,    131.88,     43.38,   1687.44,    767.28,    559.03,    384.66,    320.31,    192.30,    182.90,     91.71,     70.29,     31.00
197108,   1178.99,    439.84,    254.03,    109.58,     35.99,   1553.56,    789.34,    530.31,    360.32,    266.10,    243.19,    154.50,     76.63,     51.76,     28.49
197109,    990.67,    581.32,    338.09,    104.66,     37.77,   1402.75,    559.49,    620.42,    540.10,    434.37,    253.04,    150.36,     69.44,     51.95,     30.41
197110,   1031.44,    523.44,    359.19,    114.08,     33.77,   1351.59,    687.50,    722.92,    329.18,    501.27,    239.33,    136.62,     95.04,     53.52,     25.17
197111,   1022.21,    510.61,    299.37,    110.27,     32.62,   1292.99,    729.32,    638.71,    394.53,    401.93,    206.61,    139.39,     84.33,     50.77,     24.60
197112,   1198.37,    414.87,    232.25,    114.77,     34.79,   1780.65,    592.17,    476.56,    354.41,    259.21,    204.37,    136.94,     93.33,     55.93,     25.67
197201,   1315.36,    481.38,    264.41,    128.05,     40.52,   1740.39,    890.34,    550.58,    412.17,    314.10,    222.27,    158.86,    103.14,     60.90,     29.31
197202,   1389.08,    480.74,    269.55,    127.71,     43.10,   1838.28,    942.96,    570.05,    389.63,    277.78,    262.34,    158.06,    102.70,     71.95,     29.97
197203,   1413.77,    507.58,    293.60,    129.01,     43.65,   2007.39,    820.15,    622.32,    405.11,    343.64,    247.84,    148.07,    112.46,     69.41,     31.83
197204,   1338.32,    550.50,    305.02,    141.19,     43.65,   1845.07,    848.34,    716.33,    385.79,    415.58,    205.71,    151.33,    133.46,     71.37,     31.66
197205,   1324.38,    518.42,    346.72,    145.08,     42.27,   1782.96,    830.77,    608.81,    430.43,    463.59,    224.80,    161.84,    130.21,     67.02,     31.37
197206,   1360.04,    545.57,    290.89,    140.98,     42.37,   1820.76,    822.53,    595.36,    500.63,    316.85,    264.32,    158.69,    125.90,     67.04,     30.71
197207,   1339.60,    485.55,    270.61,    143.81,     43.32,   1905.24,    777.63,    518.19,    451.42,    290.39,    250.37,    175.40,    115.75,     73.27,     30.36
197208,   1253.51,    519.48,    252.15,    150.44,     48.23,   1806.79,    685.86,    614.76,    424.20,    286.77,    217.54,    184.01,    120.26,     67.62,     37.55
197209,   1200.48,    533.99,    307.72,    155.00,     48.37,   1500.55,    894.76,    576.63,    494.94,    399.37,    220.50,    193.83,    122.00,     67.84,     36.60
197210,   1212.49,    530.04,    284.87,    159.56,     46.35,   1423.96,   1004.96,    660.82,    410.94,    356.13,    224.40,    188.38,    134.26,     65.73,     35.98
197211,   1296.06,    495.24,    263.47,    146.90,     42.22,   1830.87,    783.66,    499.96,    490.69,    349.14,    178.27,    150.16,    143.67,     66.81,     31.02
197212,   1348.21,    568.63,    255.82,    123.73,     47.53,   1870.69,    838.56,    683.56,    457.82,    332.33,    190.51,    136.00,    114.48,     73.91,     34.84
197301,   1463.83,    565.83,    250.45,    133.36,     42.11,   2019.30,    925.41,    713.24,    422.93,    302.65,    201.31,    164.68,    109.80,     62.57,     30.77
197302,   1440.02,    562.77,    252.17,    109.85,     38.07,   2045.65,    807.22,    646.09,    481.95,    287.55,    215.80,    115.77,    104.95,     57.02,     28.21
197303,   1384.28,    478.70,    251.37,    118.45,     35.92,   1967.60,    797.31,    529.34,    431.85,    279.65,    223.25,    155.46,     87.46,     58.66,     23.76
197304,    614.90,    363.59,    133.10,     85.35,     27.67,    709.45,    465.68,    421.06,    308.03,    136.31,    129.91,    115.65,     64.36,     35.88,     23.69
197305,    578.48,    308.59,    142.97,     64.70,     26.79,    604.19,    534.52,    359.77,    265.56,    161.57,    127.15,     66.98,     62.66,     38.24,     21.53
197306,    533.35,    303.91,    136.11,     57.99,     21.14,    550.22,    506.82,    412.50,    211.56,    176.12,    101.56,     66.32,     50.90,     32.90,     15.47
197307,    543.93,    261.90,    112.07,     67.94,     20.04,    616.88,    422.51,    322.37,    209.21,    136.93,     89.48,     84.65,     53.39,     29.28,     15.05
197308,    524.79,    293.55,    156.11,     61.78,     22.63,    625.49,    354.91,    392.37,    204.98,    179.96,    134.96,     76.93,     49.34,     32.50,     16.83
197309,    473.93,    293.99,    146.64,     61.68,     21.41,    555.89,    327.90,    395.13,    205.15,    182.26,    113.15,     76.00,     48.91,     32.89,     16.09
197310,    459.27,    372.92,    150.93,     68.21,     23.16,    468.87,    439.86,    498.73,    257.28,    168.89,    131.58,     82.11,     55.50,     33.09,     18.51
197311,    437.95,    396.71,    159.94,     66.11,     23.28,    436.82,    440.14,    409.40,    385.65,    196.75,    121.91,     68.43,     63.77,     37.80,     17.01
197312,    449.19,    322.34,    128.69,     59.45,     18.61,    503.23,    357.84,    413.62,    233.74,    168.00,     92.22,     74.70,     46.26,     29.66,     13.54
197401,    517.41,    299.10,    110.71,     57.30,     19.39,    589.53,    400.62,    383.51,    225.38,    124.58,     99.06,     69.19,     45.88,     32.18,     13.67
197402,    496.59,    282.56,    121.41,     61.91,     20.26,    547.25,    411.12,    310.26,    253.02,    133.96,    108.22,     69.07,     55.41,     33.17,     14.13
197403,    486.27,    245.66,    138.04,     61.98,     22.21,    529.67,    415.10,    275.39,    211.93,    180.34,     95.25,     75.89,     49.62,     41.09,     13.66
197404,    445.39,    265.97,    138.68,     60.43,     22.21,    490.15,    364.16,    334.69,    204.23,    158.35,    117.79,     74.45,     47.29,     35.29,     15.50
197405,    454.89,    220.31,    109.83,     55.49,     21.24,    509.82,    348.48,    278.94,    171.74,    151.81,     77.42,     71.35,     42.01,     34.93,     13.98
197406,    427.66,    202.48,    105.36,     59.81,     19.25,    529.82,    261.08,    242.27,    166.80,    101.23,    109.73,     72.92,     46.76,     25.82,     15.34
197407,    419.16,    163.39,     95.84,     57.67,     20.43,    501.33,    271.81,    195.24,    129.61,    113.34,     77.93,     58.74,     56.61,     33.14,     12.41
197408,    356.11,    151.41,     95.78,     57.44,     21.54,    422.70,    245.54,    193.38,    114.96,     97.15,     94.41,     72.20,     44.92,     33.26,     14.66
197409,    326.83,    142.86,     80.96,     57.76,     16.97,    377.66,    239.49,    166.23,    121.29,     82.55,     79.51,     77.84,     43.08,     24.49,     12.72
197410,    277.94,    138.59,     83.80,     48.51,     16.14,    299.74,    236.34,    139.90,    137.29,     87.65,     79.79,     63.62,     34.87,     24.32,     10.68
197411,    285.44,    200.40,    109.83,     55.71,     19.40,    287.09,    282.09,    226.72,    176.77,    136.30,     85.37,     56.58,     54.85,     28.14,     13.16
197412,    286.41,    207.43,     95.46,     56.13,     16.33,    264.84,    330.09,    250.20,    163.70,     95.41,     95.52,     58.94,     53.62,     23.35,     11.60
197501,    330.44,    194.31,     94.01,     51.66,     12.50,    301.88,    386.38,    238.59,    148.87,     97.20,     90.98,     59.60,     44.97,     20.59,      8.05
197502,    426.15,    211.39,    102.02,     56.32,     14.44,    367.37,    527.74,    252.59,    169.02,    118.81,     84.99,     82.58,     38.86,     23.22,      9.12
197503,    485.64,    208.37,    105.54,     58.06,     14.96,    428.69,    583.29,    267.69,    154.80,    124.16,     87.80,     70.18,     47.15,     24.44,      8.88
197504,    438.91,    283.93,    116.15,     53.38,     16.72,    425.29,    463.88,    385.48,    182.03,    143.71,     88.59,     64.96,     44.60,     27.55,     10.74
197505,    456.03,    252.26,    122.11,     55.04,     18.20,    466.06,    438.38,    300.74,    205.74,    137.75,    107.84,     63.30,     47.27,     28.96,     11.51
197506,    475.21,    258.20,    132.03,     58.90,     19.11,    492.05,    441.42,    282.13,    235.43,    178.03,     93.52,     79.88,     42.26,     30.12,     12.77
197507,    485.62,    278.18,    140.84,     59.30,     20.08,    526.62,    405.15,    321.56,    230.11,    169.09,    111.93,     72.02,     48.88,     32.39,     13.43
197508,    492.41,    242.61,    123.32,     54.81,     17.76,    542.36,    400.25,    287.16,    200.92,    149.46,     95.88,     75.24,     41.44,     27.81,     12.47
197509,    479.78,    226.51,    117.96,     55.31,     16.26,    564.27,    318.14,    263.11,    193.46,    145.87,     91.62,     78.50,     38.49,     26.94,     11.12
197510,    421.34,    218.96,    134.67,     53.60,     17.02,    449.26,    368.41,    268.43,    176.60,    163.28,    109.95,     64.23,     44.07,     28.24,     10.98
197511,    417.39,    233.44,    136.94,     65.37,     17.40,    469.68,    318.47,    262.54,    204.90,    146.97,    126.13,     75.61,     56.14,     31.40,     10.99
197512,    459.02,    239.33,    135.80,     64.59,     15.06,    452.34,    472.31,    248.89,    230.02,    156.39,    112.45,     77.07,     53.84,     22.79,     10.83
197601,    481.51,    248.16,    145.41,     57.43,     15.06,    577.46,    311.14,    312.43,    176.22,    174.00,    116.26,     66.96,     49.18,     26.15,      9.65
197602,    611.26,    282.02,    155.62,     56.56,     18.21,    716.80,    440.13,    308.72,    252.32,    184.19,    128.25,     66.57,     48.63,     32.65,     11.19
197603,    633.65,    286.02,    131.54,     62.46,     18.74,    790.93,    410.20,    354.91,    214.02,    145.73,    119.91,     71.94,     54.97,     31.77,     13.14
197604,    653.63,    297.76,    141.96,     59.02,     19.98,    752.29,    493.52,    366.29,    212.56,    160.12,    125.72,     70.23,     49.88,     31.52,     14.96
197605,    639.71,    274.57,    128.02,     60.54,     19.65,    740.49,    485.56,    304.96,    241.44,    155.06,    103.12,     71.76,     50.07,     31.66,     14.41
197606,    607.33,    244.91,    153.39,     60.18,     20.63,    663.45,    495.07,    277.95,    209.90,    186.59,    127.96,     70.51,     48.95,     34.86,     14.19
197607,    571.49,    276.32,    141.60,     71.46,     21.49,    630.69,    459.51,    328.96,    224.55,    172.82,    112.21,     90.78,     55.05,     36.12,     15.49
197608,    558.07,    288.71,    156.57,     70.01,     23.65,    613.10,    440.48,    355.47,    227.85,    188.77,    125.07,     87.78,     55.02,     42.73,     14.80
